Timestamp,Total Power (kW),Grid Frequency (Hz),Status,Daily Yield (kWh)
2026-01-20 06:30:00,0.0,60.0,Off,0.0
2026-01-20 06:35:00,0.0,59.97,Off,0.0
2026-01-20 06:40:00,0.0,60.0,Off,0.0
2026-01-20 06:45:00,0.0,60.01,Off,0.0
2026-01-20 06:50:00,0.0,60.02,Off,0.0
2026-01-20 06:55:00,0.0,59.99,Off,0.0
2026-01-20 07:00:00,0.0,59.99,Off,0.0
2026-01-20 07:05:00,0.0,59.99,Off,0.0
2026-01-20 07:10:00,0.0,60.01,Off,0.0
2026-01-20 07:15:00,392.2,59.99,Ok,32.7
2026-01-20 07:20:00,424.2,60.0,Ok,68.0
2026-01-20 07:25:00,464.3,59.99,Ok,106.7
2026-01-20 07:30:00,465.9,59.99,Ok,145.5
2026-01-20 07:35:00,469.0,60.0,Ok,184.6
2026-01-20 07:40:00,547.1,60.0,Ok,230.2
2026-01-20 07:45:00,568.9,59.98,Ok,277.6
2026-01-20 07:50:00,600.1,59.99,Ok,327.6
2026-01-20 07:55:00,625.8,60.0,Ok,379.8
2026-01-20 08:00:00,706.6,60.03,Ok,438.7
2026-01-20 08:05:00,741.5,60.0,Ok,500.5
2026-01-20 08:10:00,776.3,59.97,Ok,565.2
2026-01-20 08:15:00,824.0,60.0,Ok,633.8
2026-01-20 08:20:00,980.2,60.0,Ok,715.5
2026-01-20 08:25:00,936.0,60.0,Ok,793.5
2026-01-20 08:30:00,916.3,60.02,Ok,869.9
2026-01-20 08:35:00,1064.4,60.01,Ok,958.6
2026-01-20 08:40:00,1031.1,60.02,Ok,1044.5
2026-01-20 08:45:00,1056.6,60.01,Ok,1132.5
2026-01-20 08:50:00,1324.6,59.99,Ok,1242.9
2026-01-20 08:55:00,1217.5,60.0,Ok,1344.4
2026-01-20 09:00:00,1280.5,59.98,Ok,1451.1
2026-01-20 09:05:00,1380.3,59.98,Ok,1566.1
2026-01-20 09:10:00,1473.0,59.99,Ok,1688.9
2026-01-20 09:15:00,1620.0,59.99,Ok,1823.9
2026-01-20 09:20:00,1543.9,60.01,Ok,1952.5
2026-01-20 09:25:00,1535.2,60.0,Ok,2080.5
2026-01-20 09:30:00,1815.0,59.98,Ok,2231.7
2026-01-20 09:35:00,1788.5,60.0,Ok,2380.8
2026-01-20 09:40:00,1913.4,59.98,Ok,2540.2
2026-01-20 09:45:00,1785.1,60.01,Ok,2689.0
2026-01-20 09:50:00,2011.0,60.0,Ok,2856.5
2026-01-20 09:55:00,2087.7,59.99,Ok,3030.5
2026-01-20 10:00:00,2147.5,60.0,Ok,3209.5
2026-01-20 10:05:00,2115.2,60.03,Ok,3385.7
2026-01-20 10:10:00,2317.8,59.98,Ok,3578.9
2026-01-20 10:15:00,2411.1,59.99,Ok,3779.8
2026-01-20 10:20:00,2498.8,60.02,Ok,3988.0
2026-01-20 10:25:00,2371.8,60.01,Ok,4185.7
2026-01-20 10:30:00,2594.0,60.01,Ok,4401.9
2026-01-20 10:35:00,2856.2,60.0,Ok,4639.9
2026-01-20 10:40:00,2574.0,59.99,Ok,4854.4
2026-01-20 10:45:00,2627.7,60.0,Ok,5073.4
2026-01-20 10:50:00,2850.4,60.0,Ok,5310.9
2026-01-20 10:55:00,2982.4,60.0,Ok,5559.4
2026-01-20 11:00:00,3135.9,60.0,Ok,5820.8
2026-01-20 11:05:00,3386.3,60.01,Ok,6102.9
2026-01-20 11:10:00,2905.9,59.98,Ok,6345.1
2026-01-20 11:15:00,3163.3,60.0,Ok,6608.7
2026-01-20 11:20:00,3251.0,60.01,Ok,6879.6
2026-01-20 11:25:00,3174.7,59.99,Ok,7144.2
2026-01-20 11:30:00,2986.2,59.99,Ok,7393.0
2026-01-20 11:35:00,3412.6,60.0,Ok,7677.4
2026-01-20 11:40:00,3104.6,60.0,Ok,7936.1
2026-01-20 11:45:00,3410.5,59.99,Ok,8220.3
2026-01-20 11:50:00,3403.7,60.0,Ok,8504.0
2026-01-20 11:55:00,3211.4,60.01,Ok,8771.6
2026-01-20 12:00:00,3526.9,60.02,Ok,9065.5
2026-01-20 12:05:00,3633.6,59.98,Ok,9368.3
2026-01-20 12:10:00,3306.4,60.01,Ok,9643.8
2026-01-20 12:15:00,3572.0,60.01,Ok,9941.5
2026-01-20 12:20:00,3800.0,60.01,Ok,10258.2
2026-01-20 12:25:00,3696.7,60.01,Ok,10566.2
2026-01-20 12:30:00,3614.0,60.0,Ok,10867.4
2026-01-20 12:35:00,3630.8,59.99,Ok,11170.0
2026-01-20 12:40:00,3450.9,59.99,Ok,11457.5
2026-01-20 12:45:00,3496.8,60.03,Ok,11748.9
2026-01-20 12:50:00,3145.1,60.01,Ok,12011.0
2026-01-20 12:55:00,3173.4,59.99,Ok,12275.5
2026-01-20 13:00:00,3617.5,60.0,Ok,12576.9
2026-01-20 13:05:00,3222.5,59.99,Ok,12845.5
2026-01-20 13:10:00,3492.5,59.99,Ok,13136.5
2026-01-20 13:15:00,3382.2,60.0,Ok,13418.4
2026-01-20 13:20:00,3203.0,60.03,Ok,13685.3
2026-01-20 13:25:00,3376.2,59.97,Ok,13966.6
2026-01-20 13:30:00,3261.0,59.99,Ok,14238.4
2026-01-20 13:35:00,3322.2,59.99,Ok,14515.2
2026-01-20 13:40:00,3120.9,60.01,Ok,14775.3
2026-01-20 13:45:00,3222.4,59.98,Ok,15043.8
2026-01-20 13:50:00,2985.2,59.99,Ok,15292.6
2026-01-20 13:55:00,2883.5,60.03,Ok,15532.9
2026-01-20 14:00:00,2982.6,59.98,Ok,15781.5
2026-01-20 14:05:00,2995.4,60.03,Ok,16031.1
2026-01-20 14:10:00,2947.3,59.98,Ok,16276.7
2026-01-20 14:15:00,2673.1,60.02,Ok,16499.4
2026-01-20 14:20:00,2580.2,60.01,Ok,16714.5
2026-01-20 14:25:00,2709.8,59.99,Ok,16940.3
2026-01-20 14:30:00,2534.0,59.95,Ok,17151.4
2026-01-20 14:35:00,2346.6,60.0,Ok,17347.0
2026-01-20 14:40:00,2254.2,60.02,Ok,17534.8
2026-01-20 14:45:00,2167.5,59.99,Ok,17715.5
2026-01-20 14:50:00,2279.0,60.02,Ok,17905.4
2026-01-20 14:55:00,2036.1,60.02,Ok,18075.1
2026-01-20 15:00:00,2123.9,59.99,Ok,18252.0
2026-01-20 15:05:00,2099.5,60.0,Ok,18427.0
2026-01-20 15:10:00,1922.1,60.0,Ok,18587.2
2026-01-20 15:15:00,1874.4,60.0,Ok,18743.4
2026-01-20 15:20:00,1902.4,60.02,Ok,18901.9
2026-01-20 15:25:00,1662.5,60.03,Ok,19040.5
2026-01-20 15:30:00,1537.4,60.0,Ok,19168.6
2026-01-20 15:35:00,1684.0,60.0,Ok,19308.9
2026-01-20 15:40:00,1520.3,60.0,Ok,19435.6
2026-01-20 15:45:00,1466.4,59.99,Ok,19557.8
2026-01-20 15:50:00,1500.0,60.01,Ok,19682.8
2026-01-20 15:55:00,1327.9,60.01,Ok,19793.5
2026-01-20 16:00:00,1333.8,60.01,Ok,19904.6
2026-01-20 16:05:00,1292.4,59.99,Ok,20012.3
2026-01-20 16:10:00,1160.4,60.01,Ok,20109.0
2026-01-20 16:15:00,1171.0,60.0,Ok,20206.6
2026-01-20 16:20:00,1086.6,60.02,Ok,20297.1
2026-01-20 16:25:00,995.5,60.01,Ok,20380.1
2026-01-20 16:30:00,963.3,60.0,Ok,20460.4
2026-01-20 16:35:00,972.7,60.01,Ok,20541.4
2026-01-20 16:40:00,908.2,60.02,Ok,20617.1
2026-01-20 16:45:00,826.0,60.01,Ok,20685.9
2026-01-20 16:50:00,767.1,60.0,Ok,20749.9
2026-01-20 16:55:00,730.3,60.0,Ok,20810.7
2026-01-20 17:00:00,713.3,59.99,Ok,20870.2
2026-01-20 17:05:00,720.2,59.98,Ok,20930.2
2026-01-20 17:10:00,575.7,60.02,Ok,20978.2
2026-01-20 17:15:00,598.4,60.01,Ok,21028.0
2026-01-20 17:20:00,557.0,60.0,Ok,21074.4
2026-01-20 17:25:00,483.3,60.0,Ok,21114.7
2026-01-20 17:30:00,457.6,60.01,Ok,21152.9
2026-01-20 17:35:00,439.6,59.99,Ok,21189.5
2026-01-20 17:40:00,407.0,60.01,Ok,21223.4
2026-01-20 17:45:00,375.0,59.99,Ok,21254.7
2026-01-20 17:50:00,0.0,60.0,Off,21254.7
2026-01-20 17:55:00,0.0,60.0,Off,21254.7
2026-01-20 18:00:00,0.0,59.99,Off,21254.7
2026-01-20 18:05:00,0.0,59.99,Off,21254.7
2026-01-20 18:10:00,0.0,60.0,Off,21254.7
2026-01-20 18:15:00,0.0,59.98,Off,21254.7
2026-01-20 18:20:00,0.0,59.98,Off,21254.7
2026-01-20 18:25:00,0.0,59.99,Off,21254.7
2026-01-20 18:30:00,0.0,60.0,Off,21254.7
2026-01-20 18:35:00,0.0,60.0,Off,21254.7
2026-01-20 18:40:00,0.0,60.02,Off,21254.7
2026-01-20 18:45:00,0.0,60.01,Off,21254.7
2026-01-20 18:50:00,0.0,60.0,Off,21254.7
2026-01-20 18:55:00,0.0,60.0,Off,21254.7
2026-01-20 19:00:00,0.0,59.98,Off,21254.7
2026-01-20 19:05:00,0.0,60.0,Off,21254.7
2026-01-20 19:10:00,0.0,60.0,Off,21254.7
2026-01-20 19:15:00,0.0,60.0,Off,21254.7
2026-01-20 19:20:00,0.0,59.99,Off,21254.7
2026-01-20 19:25:00,0.0,60.01,Off,21254.7
2026-01-20 19:30:00,0.0,60.02,Off,21254.7
2026-01-20 19:35:00,0.0,60.0,Off,21254.7
2026-01-20 19:40:00,0.0,60.01,Off,21254.7
2026-01-20 19:45:00,0.0,60.01,Off,21254.7
2026-01-20 19:50:00,0.0,59.99,Off,21254.7
2026-01-20 19:55:00,0.0,60.0,Off,21254.7
2026-01-20 20:00:00,0.0,60.0,Off,21254.7
2026-01-20 20:05:00,0.0,60.0,Off,21254.7
2026-01-20 20:10:00,0.0,59.99,Off,21254.7
2026-01-20 20:15:00,0.0,60.0,Off,21254.7
2026-01-20 20:20:00,0.0,60.01,Off,21254.7
2026-01-20 20:25:00,0.0,60.02,Off,21254.7
2026-01-20 20:30:00,0.0,60.01,Off,21254.7
2026-01-20 20:35:00,0.0,60.03,Off,21254.7
2026-01-20 20:40:00,0.0,59.99,Off,21254.7
2026-01-20 20:45:00,0.0,60.01,Off,21254.7
2026-01-20 20:50:00,0.0,60.0,Off,21254.7
2026-01-20 20:55:00,0.0,60.03,Off,21254.7
2026-01-20 21:00:00,0.0,59.99,Off,21254.7
2026-01-20 21:05:00,0.0,59.99,Off,21254.7
2026-01-20 21:10:00,0.0,59.99,Off,21254.7
2026-01-20 21:15:00,0.0,59.97,Off,21254.7
2026-01-20 21:20:00,0.0,59.99,Off,21254.7
2026-01-20 21:25:00,0.0,59.99,Off,21254.7
2026-01-20 21:30:00,0.0,60.0,Off,21254.7
2026-01-20 21:35:00,0.0,60.01,Off,21254.7
2026-01-20 21:40:00,0.0,60.03,Off,21254.7
2026-01-20 21:45:00,0.0,60.01,Off,21254.7
2026-01-20 21:50:00,0.0,59.99,Off,21254.7
2026-01-20 21:55:00,0.0,59.99,Off,21254.7
2026-01-20 22:00:00,0.0,60.01,Off,21254.7
2026-01-20 22:05:00,0.0,59.98,Off,21254.7
2026-01-20 22:10:00,0.0,60.03,Off,21254.7
2026-01-20 22:15:00,0.0,60.02,Off,21254.7
2026-01-20 22:20:00,0.0,59.99,Off,21254.7
2026-01-20 22:25:00,0.0,59.97,Off,21254.7
2026-01-20 22:30:00,0.0,60.02,Off,21254.7
2026-01-20 22:35:00,0.0,60.0,Off,21254.7
2026-01-20 22:40:00,0.0,60.02,Off,21254.7
2026-01-20 22:45:00,0.0,59.98,Off,21254.7
2026-01-20 22:50:00,0.0,59.99,Off,21254.7
2026-01-20 22:55:00,0.0,60.0,Off,21254.7
2026-01-20 23:00:00,0.0,60.0,Off,21254.7
2026-01-20 23:05:00,0.0,59.99,Off,21254.7
2026-01-20 23:10:00,0.0,60.01,Off,21254.7
2026-01-20 23:15:00,0.0,59.98,Off,21254.7
2026-01-20 23:20:00,0.0,60.0,Off,21254.7
2026-01-20 23:25:00,0.0,60.0,Off,21254.7
2026-01-20 23:30:00,0.0,60.01,Off,21254.7
2026-01-20 23:35:00,0.0,60.01,Off,21254.7
2026-01-20 23:40:00,0.0,59.98,Off,21254.7
2026-01-20 23:45:00,0.0,59.98,Off,21254.7
2026-01-20 23:50:00,0.0,60.02,Off,21254.7
2026-01-20 23:55:00,0.0,60.0,Off,21254.7
2026-01-21 00:00:00,0.0,59.99,Off,0.0
2026-01-21 00:05:00,0.0,60.02,Off,0.0
2026-01-21 00:10:00,0.0,60.0,Off,0.0
2026-01-21 00:15:00,0.0,60.02,Off,0.0
2026-01-21 00:20:00,0.0,60.0,Off,0.0
2026-01-21 00:25:00,0.0,60.03,Off,0.0
2026-01-21 00:30:00,0.0,60.03,Off,0.0
2026-01-21 00:35:00,0.0,60.0,Off,0.0
2026-01-21 00:40:00,0.0,60.01,Off,0.0
2026-01-21 00:45:00,0.0,60.01,Off,0.0
2026-01-21 00:50:00,0.0,60.02,Off,0.0
2026-01-21 00:55:00,0.0,59.99,Off,0.0
2026-01-21 01:00:00,0.0,60.01,Off,0.0
2026-01-21 01:05:00,0.0,60.02,Off,0.0
2026-01-21 01:10:00,0.0,59.97,Off,0.0
2026-01-21 01:15:00,0.0,59.98,Off,0.0
2026-01-21 01:20:00,0.0,59.97,Off,0.0
2026-01-21 01:25:00,0.0,60.0,Off,0.0
2026-01-21 01:30:00,0.0,60.01,Off,0.0
2026-01-21 01:35:00,0.0,60.02,Off,0.0
2026-01-21 01:40:00,0.0,60.0,Off,0.0
2026-01-21 01:45:00,0.0,60.02,Off,0.0
2026-01-21 01:50:00,0.0,59.98,Off,0.0
2026-01-21 01:55:00,0.0,59.97,Off,0.0
2026-01-21 02:00:00,0.0,60.0,Off,0.0
2026-01-21 02:05:00,0.0,60.01,Off,0.0
2026-01-21 02:10:00,0.0,60.0,Off,0.0
2026-01-21 02:15:00,0.0,59.97,Off,0.0
2026-01-21 02:20:00,0.0,60.0,Off,0.0
2026-01-21 02:25:00,0.0,59.98,Off,0.0
2026-01-21 02:30:00,0.0,60.01,Off,0.0
2026-01-21 02:35:00,0.0,60.01,Off,0.0
2026-01-21 02:40:00,0.0,59.99,Off,0.0
2026-01-21 02:45:00,0.0,59.99,Off,0.0
2026-01-21 02:50:00,0.0,59.98,Off,0.0
2026-01-21 02:55:00,0.0,60.0,Off,0.0
2026-01-21 03:00:00,0.0,60.01,Off,0.0
2026-01-21 03:05:00,0.0,59.99,Off,0.0
2026-01-21 03:10:00,0.0,60.01,Off,0.0
2026-01-21 03:15:00,0.0,59.99,Off,0.0
2026-01-21 03:20:00,0.0,59.99,Off,0.0
2026-01-21 03:25:00,0.0,60.0,Off,0.0
2026-01-21 03:30:00,0.0,59.98,Off,0.0
2026-01-21 03:35:00,0.0,59.99,Off,0.0
2026-01-21 03:40:00,0.0,59.98,Off,0.0
2026-01-21 03:45:00,0.0,60.03,Off,0.0
2026-01-21 03:50:00,0.0,60.0,Off,0.0
2026-01-21 03:55:00,0.0,59.99,Off,0.0
2026-01-21 04:00:00,0.0,60.0,Off,0.0
2026-01-21 04:05:00,0.0,60.0,Off,0.0
2026-01-21 04:10:00,0.0,60.0,Off,0.0
2026-01-21 04:15:00,0.0,60.01,Off,0.0
2026-01-21 04:20:00,0.0,60.01,Off,0.0
2026-01-21 04:25:00,0.0,59.99,Off,0.0
2026-01-21 04:30:00,0.0,59.99,Off,0.0
2026-01-21 04:35:00,0.0,60.0,Off,0.0
2026-01-21 04:40:00,0.0,59.97,Off,0.0
2026-01-21 04:45:00,0.0,59.98,Off,0.0
2026-01-21 04:50:00,0.0,60.02,Off,0.0
2026-01-21 04:55:00,0.0,60.02,Off,0.0
2026-01-21 05:00:00,0.0,60.0,Off,0.0
2026-01-21 05:05:00,0.0,60.01,Off,0.0
2026-01-21 05:10:00,0.0,60.0,Off,0.0
2026-01-21 05:15:00,0.0,60.05,Off,0.0
2026-01-21 05:20:00,0.0,60.02,Off,0.0
2026-01-21 05:25:00,0.0,60.0,Off,0.0
2026-01-21 05:30:00,0.0,59.99,Off,0.0
2026-01-21 05:35:00,0.0,59.98,Off,0.0
2026-01-21 05:40:00,0.0,60.0,Off,0.0
2026-01-21 05:45:00,0.0,59.99,Off,0.0
2026-01-21 05:50:00,0.0,59.98,Off,0.0
2026-01-21 05:55:00,0.0,59.99,Off,0.0
2026-01-21 06:00:00,0.0,59.98,Off,0.0
2026-01-21 06:05:00,0.0,60.03,Off,0.0
2026-01-21 06:10:00,0.0,60.01,Off,0.0
2026-01-21 06:15:00,0.0,60.0,Off,0.0
2026-01-21 06:20:00,0.0,60.02,Off,0.0
2026-01-21 06:25:00,0.0,60.0,Off,0.0
2026-01-21 06:30:00,0.0,59.99,Off,0.0
2026-01-21 06:35:00,0.0,60.02,Off,0.0
2026-01-21 06:40:00,0.0,60.01,Off,0.0
2026-01-21 06:45:00,0.0,59.98,Off,0.0
2026-01-21 06:50:00,0.0,60.0,Off,0.0
2026-01-21 06:55:00,0.0,59.99,Off,0.0
2026-01-21 07:00:00,0.0,59.98,Off,0.0
2026-01-21 07:05:00,0.0,60.01,Off,0.0
2026-01-21 07:10:00,0.0,60.03,Off,0.0
2026-01-21 07:15:00,358.9,60.01,Ok,29.9
2026-01-21 07:20:00,400.2,59.99,Ok,63.3
2026-01-21 07:25:00,429.8,59.99,Ok,99.1
2026-01-21 07:30:00,474.8,59.99,Ok,138.6
2026-01-21 07:35:00,512.9,60.0,Ok,181.4
2026-01-21 07:40:00,533.6,59.99,Ok,225.8
2026-01-21 07:45:00,559.1,60.01,Ok,272.4
2026-01-21 07:50:00,628.3,59.99,Ok,324.8
2026-01-21 07:55:00,655.2,60.01,Ok,379.4
2026-01-21 08:00:00,634.8,60.01,Ok,432.3
2026-01-21 08:05:00,710.7,60.01,Ok,491.5
2026-01-21 08:10:00,749.5,59.97,Ok,554.0
2026-01-21 08:15:00,758.0,60.0,Ok,617.2
2026-01-21 08:20:00,884.1,59.99,Ok,690.8
2026-01-21 08:25:00,951.5,59.98,Ok,770.1
2026-01-21 08:30:00,969.9,59.98,Ok,850.9
2026-01-21 08:35:00,992.4,60.0,Ok,933.6
2026-01-21 08:40:00,1033.8,59.99,Ok,1019.8
2026-01-21 08:45:00,1193.5,59.99,Ok,1119.2
2026-01-21 08:50:00,1243.8,59.98,Ok,1222.9
2026-01-21 08:55:00,1286.2,60.02,Ok,1330.1
2026-01-21 09:00:00,1151.3,59.99,Ok,1426.0
2026-01-21 09:05:00,1415.3,60.0,Ok,1544.0
2026-01-21 09:10:00,1465.6,59.99,Ok,1666.1
2026-01-21 09:15:00,1510.0,60.0,Ok,1791.9
2026-01-21 09:20:00,1660.8,60.0,Ok,1930.3
2026-01-21 09:25:00,1663.5,59.99,Ok,2069.0
2026-01-21 09:30:00,1662.1,59.99,Ok,2207.5
2026-01-21 09:35:00,1807.1,59.99,Ok,2358.1
2026-01-21 09:40:00,1868.1,60.03,Ok,2513.7
2026-01-21 09:45:00,1994.5,60.0,Ok,2679.9
2026-01-21 09:50:00,2100.6,59.99,Ok,2855.0
2026-01-21 09:55:00,1843.0,59.98,Ok,3008.6
2026-01-21 10:00:00,1924.3,59.99,Ok,3168.9
2026-01-21 10:05:00,2195.6,60.03,Ok,3351.9
2026-01-21 10:10:00,2301.2,60.0,Ok,3543.7
2026-01-21 10:15:00,2431.2,59.97,Ok,3746.3
2026-01-21 10:20:00,2432.5,60.01,Ok,3949.0
2026-01-21 10:25:00,2290.4,60.02,Ok,4139.8
2026-01-21 10:30:00,2584.5,59.99,Ok,4355.2
2026-01-21 10:35:00,2691.3,60.03,Ok,4579.5
2026-01-21 10:40:00,2699.1,60.0,Ok,4804.4
2026-01-21 10:45:00,2676.5,59.99,Ok,5027.5
2026-01-21 10:50:00,2918.9,59.99,Ok,5270.7
2026-01-21 10:55:00,2874.2,59.99,Ok,5510.2
2026-01-21 11:00:00,2993.5,60.01,Ok,5759.7
2026-01-21 11:05:00,3135.5,59.99,Ok,6021.0
2026-01-21 11:10:00,2995.0,59.99,Ok,6270.5
2026-01-21 11:15:00,3020.1,60.01,Ok,6522.2
2026-01-21 11:20:00,3257.7,59.99,Ok,6793.7
2026-01-21 11:25:00,3324.9,60.02,Ok,7070.8
2026-01-21 11:30:00,3297.7,60.03,Ok,7345.6
2026-01-21 11:35:00,3145.8,59.98,Ok,7607.7
2026-01-21 11:40:00,3016.4,60.02,Ok,7859.1
2026-01-21 11:45:00,3455.5,60.0,Ok,8147.1
2026-01-21 11:50:00,3425.0,59.98,Ok,8432.5
2026-01-21 11:55:00,3800.0,60.0,Ok,8749.1
2026-01-21 12:00:00,3449.5,60.01,Ok,9036.6
2026-01-21 12:05:00,3534.7,60.0,Ok,9331.2
2026-01-21 12:10:00,3331.9,60.01,Ok,9608.8
2026-01-21 12:15:00,3800.0,60.02,Ok,9925.5
2026-01-21 12:20:00,3770.4,59.99,Ok,10239.7
2026-01-21 12:25:00,3325.0,60.0,Ok,10516.8
2026-01-21 12:30:00,3509.8,60.02,Ok,10809.2
2026-01-21 12:35:00,3202.0,60.02,Ok,11076.1
2026-01-21 12:40:00,3464.6,59.99,Ok,11364.8
2026-01-21 12:45:00,3306.3,59.98,Ok,11640.3
2026-01-21 12:50:00,3611.8,60.0,Ok,11941.3
2026-01-21 12:55:00,3229.1,59.98,Ok,12210.4
2026-01-21 13:00:00,3373.1,60.03,Ok,12491.5
2026-01-21 13:05:00,3361.8,59.98,Ok,12771.6
2026-01-21 13:10:00,3336.2,60.0,Ok,13049.7
2026-01-21 13:15:00,2894.8,60.0,Ok,13290.9
2026-01-21 13:20:00,3272.6,60.01,Ok,13563.6
2026-01-21 13:25:00,3575.0,60.02,Ok,13861.5
2026-01-21 13:30:00,3187.5,59.98,Ok,14127.2
2026-01-21 13:35:00,3596.3,60.0,Ok,14426.8
2026-01-21 13:40:00,3141.1,60.0,Ok,14688.6
2026-01-21 13:45:00,3119.3,60.0,Ok,14948.5
2026-01-21 13:50:00,2948.9,59.99,Ok,15194.3
2026-01-21 13:55:00,2976.0,59.99,Ok,15442.3
2026-01-21 14:00:00,2819.2,60.0,Ok,15677.2
2026-01-21 14:05:00,2827.5,60.02,Ok,15912.8
2026-01-21 14:10:00,2431.1,60.02,Ok,16115.4
2026-01-21 14:15:00,2910.1,59.97,Ok,16357.9
2026-01-21 14:20:00,2629.0,59.99,Ok,16577.0
2026-01-21 14:25:00,2425.2,59.99,Ok,16779.1
2026-01-21 14:30:00,2400.4,60.03,Ok,16979.2
2026-01-21 14:35:00,2589.0,60.02,Ok,17194.9
2026-01-21 14:40:00,2490.9,59.98,Ok,17402.5
2026-01-21 14:45:00,2273.2,60.01,Ok,17591.9
2026-01-21 14:50:00,2125.8,60.01,Ok,17769.1
2026-01-21 14:55:00,2167.2,59.99,Ok,17949.7
2026-01-21 15:00:00,2198.3,60.01,Ok,18132.9
2026-01-21 15:05:00,2015.1,60.02,Ok,18300.8
2026-01-21 15:10:00,1874.4,60.01,Ok,18457.0
2026-01-21 15:15:00,1967.9,60.0,Ok,18621.0
2026-01-21 15:20:00,1871.5,59.98,Ok,18776.9
